,vocabs,frequency
5242,forestland georgia,1
5243,georgia wood,1
5244,wood market,1
5245,market cartel,1
5246,cartel finland,1
5247,finland analyzing,1
5248,analyzing price,1
5249,price effects,1
5250,effects using,1
5251,using indicator,1
5252,indicator approach,1
5253,approach forest,1
5254,owners interest,1
5255,interest participation,1
5256,participation compensation,1
5257,compensation claims,1
5258,claims voluntary,1
5259,voluntary landscape,1
5260,landscape value,1
5261,value trading,1
5262,trading case,1
5263,case wind,1
5264,wind power,1
5265,power parks,1
5266,parks finland,1
5267,finland mandatory,1
5268,mandatory legality,1
5269,legality licensing,1
5270,licensing exports,1
5271,exports indonesian,1
5272,indonesian timber,1
5273,timber products,1
5274,products balancing,1
5275,balancing goals,1
5276,goals forest,1
5277,forest governance,1
5278,governance timber,1
5279,timber industries,1
5280,industries media,1
5281,media frames,1
5282,frames urban,1
5283,greening democratic,1
5284,democratic people,1
5285,people republic,1
5286,republic korea,1
5287,korea frequency,1
5288,frequency severity,1
5289,severity crop,1
5290,crop damage,1
5291,damage wildlife,1
5292,wildlife rural,1
5293,rural beijing,1
5294,beijing china,1
5295,china politics,1
5296,trees tree,1
5297,tree planting,1
5298,planting associated,1
5299,associated gentrification,1
5300,gentrification portland,1
5301,portland oregon,1
5302,oregon assessing,1
5303,assessing economic,1
5304,economic environmental,1
5305,environmental feasibility,1
5306,feasibility electricity,1
5307,electricity generation,1
5308,generation south,1
5309,america case,1
5310,study colombia,1
5311,colombia voluntary,1
5312,voluntary partnership,1
5313,partnership agreements,1
5314,agreements assessing,1
5315,assessing impacts,1
5316,impacts better,1
5317,better policy,1
5318,policy decisions,1
5319,urban health,2
5320,health advantage,1
5321,advantage urban,1
5322,health penalty,1
5323,penalty disparities,1
5324,disparities age,1
5325,age trajectories,1
5326,trajectories physiological,1
5327,physiological health,1
5328,health among,1
5329,among chinese,1
5330,chinese older,1
5331,older women,1
5332,women men,1
5333,men life,1
5334,life course,1
5335,course perspective,1
5336,perspective bmi,1
5337,bmi rural,1
5338,rural america,1
5339,america neighborhood,1
5340,neighborhood walkability,1
5341,walkability physical,1
5342,physical activity,6
5343,activity changes,1
5344,changes glycemic,1
5345,glycemic markers,1
5346,markers people,1
5347,people type,1
5348,type diabetes,1
5349,diabetes hoorn,1
5350,hoorn diabetes,1
5351,diabetes care,1
5352,care system,1
5353,system cohort,1
5354,cohort social,1
5355,social determinants,3
5356,determinants social,1
5357,social epigenetics,1
5358,epigenetics health,1
5359,health geographies,1
5360,geographies chronic,1
5361,chronic disease,1
5362,disease role,1
5363,role neighborhood,1
5364,neighborhood social,2
5365,social support,1
5366,support stress,1
5367,stress coping,1
5368,coping psychological,1
5369,psychological wellbeing,1
5370,wellbeing pandemic,1
5371,evidence hubei,1
5372,hubei china,1
5373,china association,1
5374,association socioeconomic,1
5375,socioeconomic status,1
5376,status mobility,1
5377,mobility reductions,1
5378,reductions early,1
5379,early stage,1
5380,stage england,1
5381,england epidemic,1
5382,epidemic neighbourhood,1
5383,neighbourhood status,1
5384,status affect,1
5385,affect interrelationships,1
5386,interrelationships functioning,1
5387,functioning dimensions,1
5388,dimensions first,1
5389,first episode,1
5390,episode psychosis,1
5391,psychosis network,1
5392,network analysis,2
5393,analysis approach,1
5394,approach one,1
5395,one natural,1
5396,natural progressions,1
5397,progressions stories,1
5398,stories relocating,1
5399,relocating neighbourhoods,1
5400,neighbourhoods high,1
5401,high low,1
5402,low walkability,1
5403,walkability associations,1
5404,associations social,1
5405,capital binge,1
5406,binge drinking,1
5407,drinking national,1
5408,national sample,1
5409,sample adults,1
5410,adults importance,1
5411,importance neighborhoods,1
5412,neighborhoods networks,1
5413,networks change,1
5414,change walking,1
5415,walking steps,1
5416,steps association,1
5417,association built,1
5418,built environments,1
5419,environments state,1
5420,state emergency,1
5421,emergency longitudinal,1
5422,longitudinal comparison,1
5423,comparison first,1
5424,first half,1
5425,half yokohama,1
5426,yokohama japan,1
5427,japan associations,1
5428,associations weather,1
5429,conditions physical,1
5430,activity sedentary,1
5431,sedentary time,1
5432,time children,1
5433,adolescents systematic,1
5434,review exploring,1
5435,exploring impacts,1
5436,impacts policy,1
5437,policy factors,1
5438,factors spread,1
5439,spread within,1
5440,within communities,1
5441,communities based,1
5442,based data,1
5443,data interpretations,1
5444,interpretations longitudinal,1
5445,longitudinal exposure,1
5446,exposure assessments,1
5447,assessments neighbourhood,1
5448,neighbourhood effects,1
5449,effects health,1
5450,health research,1
5451,research learned,1
5452,learned people,1
5453,people residential,1
5454,histories association,1
5455,association density,1
5456,density stores,1
5457,stores purchases,1
5458,purchases food,1
5459,food beverages,1
5460,beverages mexico,1
5461,mexico older,1
5462,older adults,3
5463,adults activity,1
5464,activity destinations,1
5465,destinations restrictions,1
5466,restrictions variety,1
5467,variety activities,1
5468,activities mostly,1
5469,mostly physical,1
5470,physical exercise,1
5471,exercise close,1
5472,close home,1
5473,home climate,1
5474,change women,1
5475,women workload,1
5476,workload smallholder,1
5477,smallholder agriculture,1
5478,agriculture embodied,1
5479,embodied political,1
5480,political ecologies,1
5481,ecologies undernutrition,1
5482,undernutrition northern,1
5483,ghana neighborhoods,1
5484,neighborhoods matter,1
5485,matter heterogeneity,1
5486,heterogeneity neighborhood,1
5487,neighborhood disadvantage,3
5488,disadvantage child,1
5489,child obesity,1
5490,obesity sex,1
5491,sex exposure,1
5492,exposure unhealthy,1
5493,unhealthy product,1
5494,product advertising,1
5495,advertising spatial,1
5496,spatial proximity,1
5497,proximity analysis,1
5498,analysis schools,1
5499,schools inequalities,1
5500,inequalities daily,1
5501,daily exposure,1
5502,exposure measured,1
5503,measured using,1
5504,using scottish,1
5505,scottish children,1
5506,children gps,1
5507,gps data,1
5508,data legacy,1
5509,legacy redlining,1
5510,redlining associations,1
5511,associations historical,1
5512,historical neighborhood,1
5513,neighborhood mapping,1
5514,mapping contemporary,1
5515,contemporary tobacco,1
5516,tobacco retailer,2
5517,retailer density,1
5518,density ohio,1
5519,ohio minority,1
5520,minority neighborhood,1
5521,disadvantage leads,1
5522,leads disproportionate,1
5523,disproportionate mortality,1
5524,mortality burden,1
5525,burden years,1
5526,years potential,1
5527,potential life,1
5528,life lost,1
5529,lost due,1
5530,due chicago,1
5531,chicago illinois,1
5532,illinois testing,1
5533,testing reliability,1
5534,reliability effectiveness,1
5535,effectiveness new,1
5536,new tool,1
5537,tool assessing,1
5538,assessing urban,1
5539,urban blue,1
5540,blue spaces,1
5541,spaces bluehealth,1
5542,bluehealth environmental,1
5543,environmental assessment,1
5544,assessment tool,1
5545,tool beat,1
5546,beat understanding,1
5547,understanding influence,1
5548,influence contextual,1
5549,factors individual,1
5550,individual social,1
5551,capital american,1
5552,american public,1
5553,public mask,1
5554,mask wearing,1
5555,wearing response,1
5556,response testing,1
5557,testing case,1
5558,case death,1
5559,death rates,1
5560,rates spatial,1
5561,spatial new,1
5562,city ecological,1
5563,ecological analysis,1
5564,analysis june,1
5565,june understanding,1
5566,understanding link,1
5567,link exposure,1
5568,exposure fine,1
5569,fine particulate,1
5570,matter internalizing,1
5571,internalizing problem,1
5572,problem behaviors,1
5573,behaviors among,1
5574,among children,1
5575,children south,1
5576,south korea,1
5577,korea indirect,1
5578,effects maternal,1
5579,maternal depression,1
5580,depression child,1
5581,child abuse,1
5582,abuse father,1
5583,father gardener,1
5584,gardener systematic,1
5585,systematic narrative,1
5586,narrative review,1
5587,review access,1
5588,use garden,1
5589,garden people,1
5590,people living,1
5591,living dementia,1
5592,dementia characterizing,1
5593,characterizing spatial,1
5594,spatial relationship,1
5595,relationship smoking,1
5596,smoking status,1
5597,status tobacco,1
5598,tobacco retail,1
5599,retail exposure,1
5600,exposure implications,1
5601,policy development,1
5602,development evaluation,1
5603,evaluation daily,1
5604,daily activity,1
5605,activity spaces,1
5606,spaces drug,1
5607,drug use,1
5608,use among,2
5609,among female,1
5610,female sex,1
5611,sex workers,1
5612,workers living,1
5613,living hiv,1
5614,hiv dominican,1
5615,dominican republic,1
5616,republic neighbourhood,1
5617,neighbourhood migrant,1
5618,migrant composition,1
5619,composition cancer,1
5620,cancer mortality,1
5621,mortality study,1
5622,study among,1
5623,among five,1
5624,five origin,1
5625,origin groups,1
5626,groups urban,1
5627,urban belgium,1
5628,belgium community,1
5629,community development,1
5630,development approach,1
5631,approach reducing,1
5632,reducing alcohol,1
5633,alcohol harm,1
5634,harm exploring,1
5635,exploring barriers,1
5636,barriers facilitators,1
5637,facilitators community,1
5638,community mobilisation,1
5639,mobilisation initial,1
5640,initial implementation,1
5641,implementation stage,1
5642,stage surprising,1
5643,surprising much,1
5644,much nonsense,1
5645,nonsense hear,1
5646,hear residents,1
5647,residents experience,1
5648,experience react,1
5649,react living,1
5650,living stigmatised,1
5651,stigmatised place,1
5652,place narrative,1
5653,narrative synthesis,1
5654,synthesis qualitative,1
5655,qualitative evidence,1
5656,evidence ethnic,1
5657,ethnic diversity,1
5658,diversity affect,1
5659,affect allostatic,1
5660,allostatic load,1
5661,load among,1
5662,among people,1
5663,people across,1
5664,across neighbourhoods,1
5665,neighbourhoods england,1
5666,england proximity,1
5667,proximity sources,1
5668,sources airborne,1
5669,airborne lead,1
5670,lead associated,1
5671,associated reductions,1
5672,reductions children,1
5673,children executive,1
5674,executive function,1
5675,function first,1
5676,first four,1
5677,four years,1
5678,years life,1
5679,life relative,1
5680,relative greenness,1
5681,greenness availability,1
5682,availability public,1
5683,public open,1
5684,open space,1
5685,space buffers,1
5686,buffers stressful,1
5687,stressful life,1
5688,life events,1
5689,events longitudinal,1
5690,longitudinal trajectories,1
5691,trajectories psychological,1
5692,psychological distress,1
5693,distress store,1
5694,store marketing,1
5695,marketing changes,1
5696,changes following,1
5697,following beverage,1
5698,beverage tax,1
5699,tax implementation,1
5700,implementation oakland,1
5701,oakland california,1
5702,california stigma,1
5703,stigma place,1
5704,place black,1
5705,black gay,1
5706,gay men,1
5707,men experiences,1
5708,experiences rural,1
5709,rural south,1
5710,south neighborhood,1
5711,neighborhood environment,1
5712,environment social,1
5713,social participation,1
5714,participation physical,1
5715,activity older,1
5716,adults lower,1
5717,lower limb,1
5718,limb osteoarthritis,1
5719,osteoarthritis mediation,1
5720,mediation analysis,1
5721,analysis changes,1
5722,changes socioeconomic,1
5723,socioeconomic disadvantage,1
5724,disadvantage older,1
5725,older americans,1
5726,americans cognitive,1
5727,cognitive functioning,1
5728,functioning green,1
5729,green mobility,1
5730,mobility obesity,1
5731,obesity risk,1
5732,risk longitudinal,1
5733,longitudinal analysis,1
5734,analysis california,1
5735,california geospatial,1
5736,geospatial spread,1
5737,spread vape,1
5738,vape shops,1
5739,shops south,1
5740,south africa,1
5741,africa relationship,1
5742,relationship tobacco,1
5743,tobacco product,1
5744,product use,1
5745,among adults,1
5746,adults effects,1
5747,regeneration program,1
5748,program related,1
5749,related social,1
5750,determinants health,2
5751,health chile,1
5752,chile intervention,1
5753,intervention study,1
5754,study neighborhood,1
5755,disadvantage associated,1
5756,associated stable,1
5757,stable deficits,1
5758,deficits neurocognitive,1
5759,neurocognitive functioning,1
5760,functioning adults,1
5761,adults associations,1
5762,associations tobacco,1
5763,retailer availability,1
5764,availability chronic,1
5765,chronic obstructive,1
5766,obstructive pulmonary,1
5767,pulmonary disease,1
5768,disease related,1
5769,related hospital,1
5770,hospital outcomes,1
5771,outcomes united,1
5772,states prospective,1
5773,prospective associations,1
5774,associations active,1
5775,active living,1
5776,living environments,1
5777,environments physical,1
5778,activity cohort,1
5779,cohort differences,1
5780,differences associations,1
5781,associations physical,1
5782,physical environmental,1
5783,factors psychosocial,1
5784,psychosocial factors,1
5785,factors physical,1
5786,activity visual,1
5787,visual cues,1
5788,cues built,1
5789,environment perceived,1
5790,perceived stress,1
5791,stress among,1
5792,among cohort,1
5793,cohort black,1
5794,black breast,1
5795,breast cancer,1
5796,cancer survivors,1
5797,survivors stressed,1
5798,stressed anxious,1
5799,anxious sick,1
5800,sick floods,1
5801,floods photovoice,1
5802,photovoice study,1
5803,study climate,1
5804,extremes differentiated,1
5805,differentiated vulnerabilities,1
5806,vulnerabilities health,1
5807,health old,1
5808,old fadama,1
5809,fadama accra,1
5810,accra ghana,1
5811,ghana community,1
5812,community social,1
5813,health outcomes,1
5814,outcomes drive,1
5815,drive availability,1
5816,availability medical,1
5817,medical homes,1
5818,homes neighborhood,1
