,vocabs,frequency
5252,log prices pacific,1
5253,prices pacific northwest,1
5254,pacific northwest network,1
5255,northwest network administrators,1
5256,network administrators facilitate,1
5257,administrators facilitate information,1
5258,facilitate information sharing,1
5259,information sharing among,1
5260,sharing among communal,1
5261,among communal forest,1
5262,communal forest organizations,1
5263,forest organizations thailand,1
5264,organizations thailand developing,1
5265,thailand developing persona,1
5266,developing persona method,1
5267,persona method increase,1
5268,method increase commitment,1
5269,increase commitment private,1
5270,commitment private forest,1
5271,private forest owners,1
5272,forest owners french,1
5273,owners french forest,1
5274,french forest policy,1
5275,forest policy priorities,1
5276,policy priorities factors,1
5277,priorities factors determining,1
5278,factors determining upland,1
5279,determining upland farmers,1
5280,upland farmers participation,1
5281,farmers participation forest,1
5282,participation forest product,1
5283,forest product value,1
5284,product value chains,1
5285,value chains sustainable,1
5286,chains sustainable poverty,1
5287,sustainable poverty reduction,1
5288,poverty reduction vietnam,1
5289,reduction vietnam estimating,1
5290,vietnam estimating supply,1
5291,estimating supply demand,1
5292,supply demand elasticities,1
5293,demand elasticities dissolving,1
5294,elasticities dissolving pulp,1
5295,dissolving pulp chemical,1
5296,pulp chemical derivatives,1
5297,chemical derivatives textile,1
5298,derivatives textile fibres,1
5299,textile fibres emerging,1
5300,fibres emerging bioeconomy,1
5301,emerging bioeconomy anticipated,1
5302,bioeconomy anticipated impacts,1
5303,anticipated impacts achieving,1
5304,impacts achieving sdg,1
5305,achieving sdg targets,1
5306,sdg targets forests,1
5307,targets forests review,1
5308,forests review determining,1
5309,review determining costs,1
5310,determining costs benefits,1
5311,costs benefits scientific,1
5312,benefits scientific forest,1
5313,scientific forest management,1
5314,forest management nepal,1
5315,management nepal planting,1
5316,nepal planting urban,1
5317,planting urban trees,1
5318,urban trees improve,1
5319,trees improve quality,1
5320,improve quality life,1
5321,quality life life,1
5322,life life satisfaction,1
5323,life satisfaction impacts,1
5324,satisfaction impacts urban,1
5325,impacts urban afforestation,1
5326,urban afforestation politics,1
5327,afforestation politics scale,1
5328,politics scale global,1
5329,scale global governance,1
5330,global governance stringent,1
5331,governance stringent international,1
5332,stringent international forest,1
5333,international forest certification,1
5334,forest certification standards,1
5335,certification standards protect,1
5336,standards protect local,1
5337,protect local rights,1
5338,local rights russia,1
5339,rights russia policy,1
5340,russia policy narratives,1
5341,policy narratives wooden,1
5342,narratives wooden construction,1
5343,wooden construction implications,1
5344,construction implications technology,1
5345,implications technology innovation,1
5346,technology innovation system,1
5347,innovation system governance,1
5348,system governance risk,1
5349,governance risk preferences,1
5350,risk preferences significantly,1
5351,preferences significantly affect,1
5352,significantly affect household,1
5353,affect household investment,1
5354,household investment timber,1
5355,investment timber forestry,1
5356,timber forestry empirical,1
5357,forestry empirical evidence,1
5358,empirical evidence fujian,1
5359,evidence fujian china,1
5360,fujian china stochastic,1
5361,china stochastic simulation,1
5362,stochastic simulation restoration,1
5363,simulation restoration outcomes,1
5364,restoration outcomes dry,1
5365,outcomes dry afromontane,1
5366,dry afromontane forest,1
5367,afromontane forest landscape,1
5368,forest landscape northern,1
5369,landscape northern ethiopia,1
5370,northern ethiopia urban,1
5371,ethiopia urban green,1
5372,green spaces housing,1
5373,spaces housing prices,1
5374,housing prices developing,1
5375,prices developing countries,1
5376,developing countries quantile,1
5377,countries quantile spatial,1
5378,quantile spatial regression,1
5379,spatial regression analysis,1
5380,regression analysis cognitive,1
5381,analysis cognitive demographic,1
5382,cognitive demographic drivers,1
5383,demographic drivers attitudes,1
5384,drivers attitudes toward,1
5385,attitudes toward using,1
5386,toward using genetic,1
5387,using genetic engineering,1
5388,genetic engineering restore,1
5389,engineering restore american,1
5390,restore american chestnut,1
5391,american chestnut trees,1
5392,chestnut trees makes,1
5393,trees makes traditional,1
5394,makes traditional knowledge,1
5395,traditional knowledge deteriorate,1
5396,knowledge deteriorate case,1
5397,deteriorate case dengcen,1
5398,case dengcen village,1
5399,dengcen village southwestern,1
5400,village southwestern china,1
5401,southwestern china digital,1
5402,china digital forest,1
5403,digital forest information,1
5404,forest information platform,1
5405,information platform service,1
5406,platform service innovation,1
5407,service innovation finnish,1
5408,innovation finnish service,1
5409,finnish service use,1
5410,service use users,1
5411,use users utilisation,1
5412,users utilisation assessing,1
5413,utilisation assessing expected,1
5414,assessing expected economic,1
5415,expected economic losses,1
5416,economic losses wildfires,1
5417,losses wildfires eucalypt,1
5418,wildfires eucalypt plantations,1
5419,eucalypt plantations western,1
5420,plantations western brazil,1
5421,western brazil optimising,1
5422,brazil optimising payment,1
5423,optimising payment environmental,1
5424,payment environmental services,1
5425,environmental services schemes,1
5426,services schemes integrating,1
5427,schemes integrating strategies,1
5428,integrating strategies case,1
5429,strategies case atlantic,1
5430,case atlantic forest,1
5431,atlantic forest brazil,1
5432,forest brazil species,1
5433,brazil species composition,1
5434,species composition diversity,1
5435,composition diversity carbon,1
5436,diversity carbon stock,1
5437,carbon stock trees,1
5438,stock trees outside,1
5439,trees outside forests,1
5440,outside forests middle,1
5441,forests middle hills,1
5442,hills nepal colonial,1
5443,nepal colonial hangover,1
5444,colonial hangover institutional,1
5445,hangover institutional bricolage,1
5446,institutional bricolage processes,1
5447,bricolage processes forest,1
5448,processes forest use,1
5449,forest use practices,1
5450,use practices cameroon,1
5451,practices cameroon analysis,1
5452,cameroon analysis acacia,1
5453,analysis acacia hybrid,1
5454,acacia hybrid timber,1
5455,hybrid timber value,1
5456,timber value chains,1
5457,value chains case,1
5458,chains case study,1
5459,case study woodchip,1
5460,study woodchip furniture,1
5461,woodchip furniture production,1
5462,furniture production central,1
5463,production central vietnam,1
5464,central vietnam connectedness,1
5465,vietnam connectedness nature,1
5466,connectedness nature conservation,1
5467,nature conservation urban,1
5468,conservation urban ecosystem,1
5469,urban ecosystem perspectives,1
5470,ecosystem perspectives valuation,1
5471,perspectives valuation urban,1
5472,valuation urban forests,1
5473,urban forests democracy,1
5474,forests democracy deforestation,1
5475,democracy deforestation role,1
5476,deforestation role spillover,1
5477,role spillover effects,1
5478,spillover effects designating,1
5479,effects designating national,1
5480,designating national forest,1
5481,national forest cities,1
5482,forest cities china,1
5483,cities china policy,1
5484,china policy improve,1
5485,policy improve urban,1
5486,improve urban living,1
5487,urban living environment,1
5488,living environment log,1
5489,environment log log,1
5490,log log actor,1
5491,log actor preferences,1
5492,actor preferences networks,1
5493,preferences networks swiss,1
5494,networks swiss forest,1
5495,swiss forest policy,1
5496,forest policy evaluating,1
5497,policy evaluating empirical,1
5498,evaluating empirical evidence,1
5499,empirical evidence housing,1
5500,evidence housing development,1
5501,housing development effects,1
5502,development effects management,1
5503,effects management remaining,1
5504,management remaining forest,1
5505,remaining forest influence,1
5506,forest influence property,1
5507,influence property rights,1
5508,property rights performance,1
5509,rights performance forest,1
5510,performance forest devolution,1
5511,forest devolution policies,1
5512,devolution policies honduras,1
5513,policies honduras forest,1
5514,honduras forest land,1
5515,forest land protection,1
5516,land protection act,1
5517,protection act program,1
5518,act program flpa,1
5519,program flpa conserving,1
5520,flpa conserving forestland,1
5521,conserving forestland georgia,1
5522,forestland georgia wood,1
5523,georgia wood market,1
5524,wood market cartel,1
5525,market cartel finland,1
5526,cartel finland analyzing,1
5527,finland analyzing price,1
5528,analyzing price effects,1
5529,price effects using,1
5530,effects using indicator,1
5531,using indicator approach,1
5532,indicator approach forest,1
5533,approach forest owners,1
5534,forest owners interest,1
5535,owners interest participation,1
5536,interest participation compensation,1
5537,participation compensation claims,1
5538,compensation claims voluntary,1
5539,claims voluntary landscape,1
5540,voluntary landscape value,1
5541,landscape value trading,1
5542,value trading case,1
5543,trading case wind,1
5544,case wind power,1
5545,wind power parks,1
5546,power parks finland,1
5547,parks finland mandatory,1
5548,finland mandatory legality,1
5549,mandatory legality licensing,1
5550,legality licensing exports,1
5551,licensing exports indonesian,1
5552,exports indonesian timber,1
5553,indonesian timber products,1
5554,timber products balancing,1
5555,products balancing goals,1
5556,balancing goals forest,1
5557,goals forest governance,1
5558,forest governance timber,1
5559,governance timber industries,1
5560,timber industries media,1
5561,industries media frames,1
5562,media frames urban,1
5563,frames urban greening,1
5564,urban greening democratic,1
5565,greening democratic people,1
5566,democratic people republic,1
5567,people republic korea,1
5568,republic korea frequency,1
5569,korea frequency severity,1
5570,frequency severity crop,1
5571,severity crop damage,1
5572,crop damage wildlife,1
5573,damage wildlife rural,1
5574,wildlife rural beijing,1
5575,rural beijing china,1
5576,beijing china politics,1
5577,china politics urban,1
5578,politics urban trees,1
5579,urban trees tree,1
5580,trees tree planting,1
5581,tree planting associated,1
5582,planting associated gentrification,1
5583,associated gentrification portland,1
5584,gentrification portland oregon,1
5585,portland oregon assessing,1
5586,oregon assessing economic,1
5587,assessing economic environmental,1
5588,economic environmental feasibility,1
